"B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M","GEO_ID","NAME"
"1449","345","335","139","23","36","0","13","35","50","0","13","0","13","0","13","0","13","34","43","0","13","34","48","22","29","9","17","0","13","52","68","126","76","0","13","1114","261","1500000US240338002092","Block Group 2, Census Tract 8002.09, Prince George's County, Maryland"
"919","238","175","92","26","34","0","13","0","13","0","13","16","26","0","13","0","13","0","13","0","13","0","13","0","13","17","26","0","13","29","37","77","44","10","16","744","201","1500000US240338002101","Block Group 1, Census Tract 8002.10, Prince George's County, Maryland"
"1951","450","728","241","107","80","0","13","116","99","62","61","9","14","48","57","0","13","105","106","9","15","18","29","51","59","0","13","7","12","32","38","95","78","69","56","1223","252","1500000US240338002102","Block Group 2, Census Tract 8002.10, Prince George's County, Maryland"
"758","180","193","139","0","13","9","14","29","47","24","34","0","13","5","11","0","13","0","13","5","8","18","32","28","38","0","13","0","13","0","13","53","56","22","33","565","126","1500000US240338002111","Block Group 1, Census Tract 8002.11, Prince George's County, Maryland"
"2133","552","530","254","41","65","10","18","39","59","39","63","0","13","0","13","0","13","18","20","32","47","64","56","8","13","21","35","36","40","36","55","116","112","70","68","1603","424","1500000US240338002112","Block Group 2, Census Tract 8002.11, Prince George's County, Maryland"
"1239","339","423","182","42","44","0","13","19","32","0","13","0","13","0","13","55","79","8","13","13","22","8","12","0","13","0","13","0","13","0","13","70","92","208","102","816","232","1500000US240338002121","Block Group 1, Census Tract 8002.12, Prince George's County, Maryland"
"1425","276","102","63","0","13","0","13","0","13","0","13","0","13","0","13","28","36","38","31","0","13","0","13","0","13","0","13","0","13","10","17","26","21","0","13","1323","257","1500000US240338002122","Block Group 2, Census Tract 8002.12, Prince George's County, Maryland"
"2789","807","920","446","13","21","0","13","101","128","43","48","28","24","20","22","111","123","0","13","0","13","114","130","10","16","94","116","0","13","76","83","162","130","148","91","1869","455","1500000US240338002123","Block Group 3, Census Tract 8002.12, Prince George's County, Maryland"
"2367","480","787","227","48","44","0","13","33","35","55","61","19","22","50","47","23","36","21","21","38","38","47","36","49","49","19","24","48","44","37","44","124","80","176","75","1580","299","1500000US240338002131","Block Group 1, Census Tract 8002.13, Prince George's County, Maryland"
"1429","463","412","217","45","48","0","13","26","41","13","19","0","13","0","13","25","36","45","63","0","13","71","54","29","31","2","11","18","27","0","13","110","74","28","30","1017","290","1500000US240338002132","Block Group 2, Census Tract 8002.13, Prince George's County, Maryland"
"1932","412","512","213","103","95","16","25","0","13","14","26","0","13","12","20","0","13","0","13","7","13","0","13","0","13","0","13","58","72","0","13","133","99","169","118","1420","283","1500000US240338002161","Block Group 1, Census Tract 8002.16, Prince George's County, Maryland"
"1868","604","723","355","46","50","65","76","23","35","157","106","0","13","52","62","20","33","36","40","7","16","7","12","0","13","38","41","0","13","35","29","175","110","62","83","1145","298","1500000US240338002162","Block Group 2, Census Tract 8002.16, Prince George's County, Maryland"
"2539","522","889","285","160","102","30","42","62","71","75","80","74","79","20","31","0","13","36","58","80","86","13","20","0","13","25","42","54","63","25","42","120","84","115","95","1650","421","1500000US240338002171","Block Group 1, Census Tract 8002.17, Prince George's County, Maryland"
"1479","370","498","240","17","27","13","31","24","43","0","13","0","13","63","58","33","42","43","68","28","44","0","13","0","13","24","36","44","68","0","13","186","107","23","35","981","333","1500000US240338002172","Block Group 2, Census Tract 8002.17, Prince George's County, Maryland"
"732","250","233","123","21","32","14","24","0","13","0","13","0","13","18","28","0","13","0","13","0","13","30","43","0","13","0","13","18","26","36","54","47","40","49","52","499","205","1500000US240338002181","Block Group 1, Census Tract 8002.18, Prince George's County, Maryland"
"3153","1316","1922","1184","75","83","113","176","30","35","139","148","0","13","122","92","46","52","103","161","46","55","202","163","134","204","0","13","261","229","147","169","495","289","9","15","1231","442","1500000US240338002182","Block Group 2, Census Tract 8002.18, Prince George's County, Maryland"
"2493","672","912","418","42","39","65","91","64","90","58","71","0","13","49","55","35","40","0","13","68","64","13","21","23","33","0","13","33","41","48","34","314","170","100","63","1581","407","1500000US240338002183","Block Group 3, Census Tract 8002.18, Prince George's County, Maryland"
"966","152","199","68","14","15","15","14","14","15","13","13","6","9","14","13","20","14","12","11","4","7","15","14","7","9","12","11","0","13","21","20","26","19","6","9","767","118","1500000US240338004011","Block Group 1, Census Tract 8004.01, Prince George's County, Maryland"
"1265","182","220","78","0","13","7","10","22","22","9","10","0","13","6","10","5","8","6","9","13","14","6","9","45","28","29","28","0","13","27","25","22","14","23","24","1045","155","1500000US240338004012","Block Group 2, Census Tract 8004.01, Prince George's County, Maryland"
"826","464","254","264","0","13","0","13","69","100","99","158","9","17","9","14","10","18","8","13","0","13","0","13","9","15","0","13","0","13","0","13","30","32","11","20","572","241","1500000US240338004021","Block Group 1, Census Tract 8004.02, Prince George's County, Maryland"
"1891","435","237","105","21","30","5","10","0","13","34","32","19","22","8","12","0","13","0","13","20","29","3","6","5","10","4","7","28","32","0","13","65","60","25","24","1654","383","1500000US240338004022","Block Group 2, Census Tract 8004.02, Prince George's County, Maryland"
"1005","335","174","142","17","44","33","46","7","12","24","30","0","13","15","18","21","26","13","31","0","13","13","31","11","17","0","13","0","13","0","13","20","17","0","13","831","259","1500000US240338004023","Block Group 3, Census Tract 8004.02, Prince George's County, Maryland"
"969","287","239","164","43","57","48","48","0","13","15","16","31","35","31","35","0","13","4","8","7","11","0","13","12","18","0","13","23","51","0","13","16","21","9","15","730","162","1500000US240338004024","Block Group 4, Census Tract 8004.02, Prince George's County, Maryland"
"2534","412","798","253","56","61","35","28","1","5","31","25","7","13","31","25","25","23","29","25","36","30","21","21","59","51","31","30","47","32","34","34","186","113","169","117","1736","229","1500000US240338004031","Block Group 1, Census Tract 8004.03, Prince George's County, Maryland"
"1146","255","330","120","9","14","21","20","0","13","0","13","24","25","27","22","7","9","12","16","34","39","20","30","27","31","25","35","3","6","23","26","92","58","6","9","816","171","1500000US240338004032","Block Group 2, Census Tract 8004.03, Prince George's County, Maryland"
"2430","829","795","471","0","13","24","39","46","71","23","38","60","74","55","57","0","13","0","13","45","71","141","113","46","71","78","92","0","13","64","92","213","219","0","13","1635","446","1500000US240338004081","Block Group 1, Census Tract 8004.08, Prince George's County, Maryland"
"2044","659","482","283","151","190","0","13","0","13","0","13","0","13","0","13","0","13","14","22","48","56","15","23","42","63","0","13","45","61","32","49","105","80","30","32","1562","447","1500000US240338004082","Block Group 2, Census Tract 8004.08, Prince George's County, Maryland"
"1884","545","452","210","27","47","46","54","0","13","78","70","17","28","6","17","23","37","41","46","0","13","42","53","60","58","0","13","19","33","0","13","93","110","0","13","1432","426","1500000US240338004083","Block Group 3, Census Tract 8004.08, Prince George's County, Maryland"
"2633","685","540","269","0","13","0","13","0","13","0","13","0","13","0","13","35","42","10","16","16","24","0","13","61","56","0","13","210","174","0","13","187","128","21","33","2093","513","1500000US240338004091","Block Group 1, Census Tract 8004.09, Prince George's County, Maryland"
"1855","498","579","198","56","52","0","13","0","13","46","46","18","29","49","68","22","32","67","60","14","25","23","31","12","20","47","46","0","13","45","46","180","128","0","13","1276","378","1500000US240338004092","Block Group 2, Census Tract 8004.09, Prince George's County, Maryland"
"1905","467","574","228","45","50","46","47","0","13","0","13","0","13","20","32","0","13","75","74","15","25","22","36","20","33","31","38","17","24","8","12","176","102","99","90","1331","315","1500000US240338004093","Block Group 3, Census Tract 8004.09, Prince George's County, Maryland"
"1560","340","412","138","13","21","0","13","0","13","20","31","26","30","50","42","17","26","0","13","0","13","21","31","33","37","40","43","9","16","31","31","112","73","40","40","1148","292","1500000US240338004101","Block Group 1, Census Tract 8004.10, Prince George's County, Maryland"
"2863","417","1507","263","16","23","17","23","31","47","53","40","35","37","51","51","35","32","34","38","35","32","16","23","4","7","47","34","28","25","77","59","963","202","65","43","1356","251","1500000US240338004102","Block Group 2, Census Tract 8004.10, Prince George's County, Maryland"
"1411","385","707","164","0","13","21","26","20","23","0","13","26","26","16","24","7","12","16","24","9","14","9","14","26","31","0","13","9","14","0","13","519","134","29","31","704","283","1500000US240338004103","Block Group 3, Census Tract 8004.10, Prince George's County, Maryland"
"776","267","255","163","0","13","0","13","0","13","0","13","0","13","0","13","118","151","0","13","0","13","0","13","0","13","28","41","17","23","0","13","62","37","30","39","521","156","1500000US240338004104","Block Group 4, Census Tract 8004.10, Prince George's County, Maryland"
"2303","460","721","244","54","71","119","155","8","15","9","16","10","17","21","29","41","58","22","30","37","34","23","28","37","33","9","15","36","31","49","55","157","78","89","62","1582","299","1500000US240338004111","Block Group 1, Census Tract 8004.11, Prince George's County, Maryland"
"1619","522","577","359","66","60","74","66","18","28","18","28","18","28","68","103","8","14","117","133","21","30","12","14","6","11","15","23","11","14","7","14","57","42","61","81","1042","299","1500000US240338004112","Block Group 2, Census Tract 8004.11, Prince George's County, Maryland"
"1208","262","298","150","25","36","21","41","0","13","21","42","20","17","0","13","41","45","5","11","17","27","13","15","0","13","26","22","0","13","48","45","13","11","48","48","910","182","1500000US240338004121","Block Group 1, Census Tract 8004.12, Prince George's County, Maryland"
"2877","1093","972","432","19","23","43","48","28","31","144","100","182","216","108","59","0","13","13","15","7","12","36","38","9","14","38","36","81","104","65","61","185","177","14","18","1905","732","1500000US240338004122","Block Group 2, Census Tract 8004.12, Prince George's County, Maryland"
"1936","532","569","186","43","63","12","21","0","13","36","53","40","50","0","13","0","13","35","45","24","39","0","13","3","13","49","62","4","11","57","72","223","124","43","60","1367","460","1500000US240338004131","Block Group 1, Census Tract 8004.13, Prince George's County, Maryland"
"2163","462","550","242","10","16","9","14","33","41","100","80","0","13","0","13","37","43","65","68","39","45","0","13","0","13","22","29","55","47","7","18","165","162","8","13","1613","303","1500000US240338004132","Block Group 2, Census Tract 8004.13, Prince George's County, Maryland"
"2558","659","640","218","15","23","21","23","35","36","23","25","34","45","22","25","98","102","9","14","30","27","115","89","40","30","12","17","0","13","59","68","55","34","72","40","1918","501","1500000US240338005041","Block Group 1, Census Tract 8005.04, Prince George's County, Maryland"
"1232","278","335","144","0","13","27","37","41","34","0","13","0","13","0","13","73","45","0","13","0","13","17","24","15","20","7","13","27","31","0","13","121","86","7","11","897","178","1500000US240338005042","Block Group 2, Census Tract 8005.04, Prince George's County, Maryland"
"973","333","353","263","0","13","31","47","26","39","0","13","0","13","31","47","26","39","0","13","0","13","32","47","31","34","0","13","18","20","32","47","113","74","13","19","620","128","1500000US240338005043","Block Group 3, Census Tract 8005.04, Prince George's County, Maryland"
"1053","151","215","72","20","17","4","8","10","13","5","7","0","13","7","10","7","10","10","13","0","13","0","13","6","9","14","13","20","18","17","12","50","29","45","28","838","128","1500000US240338005051","Block Group 1, Census Tract 8005.05, Prince George's County, Maryland"
"1297","297","359","147","5","7","21","18","3","6","9","10","17","17","6","8","14","14","18","17","25","19","12","11","28","19","25","21","39","62","35","30","92","75","10","12","938","184","1500000US240338005052","Block Group 2, Census Tract 8005.05, Prince George's County, Maryland"
"1848","452","468","162","46","48","19","27","27","23","26","39","0","13","14","19","46","36","21","27","0","13","21","27","25","33","29","33","17","26","38","30","109","75","30","31","1380","339","1500000US240338005071","Block Group 1, Census Tract 8005.07, Prince George's County, Maryland"
"1285","319","243","139","0","13","0","13","0","13","0","13","0","13","24","28","21","30","31","41","75","59","6","12","0","13","0","13","9","14","0","13","77","69","0","13","1042","262","1500000US240338005072","Block Group 2, Census Tract 8005.07, Prince George's County, Maryland"
"1569","483","379","192","11","17","0","13","27","28","21","25","0","13","39","46","0","13","0","13","17","19","35","40","0","13","19","23","0","13","80","69","101","83","29","31","1190","377","1500000US240338005111","Block Group 1, Census Tract 8005.11, Prince George's County, Maryland"
"925","341","257","148","25","26","0","13","0","13","0","13","0","13","6","11","36","40","0","13","13","20","0","13","77","57","28","39","49","50","0","13","23","36","0","13","668","233","1500000US240338005112","Block Group 2, Census Tract 8005.11, Prince George's County, Maryland"
"1451","587","326","243","0","13","0","13","0","13","0","13","25","38","149","223","0","13","0","13","15","23","0","13","25","38","2","8","17","24","0","13","52","57","41","51","1125","376","1500000US240338005113","Block Group 3, Census Tract 8005.11, Prince George's County, Maryland"
"1344","269","463","199","0","13","13","21","23","24","0","13","0","13","0","13","9","13","14","22","48","66","14","20","49","42","69","87","9","13","31","41","155","172","29","30","881","179","1500000US240338005114","Block Group 4, Census Tract 8005.11, Prince George's County, Maryland"
"1039","485","84","79","12","21","14","23","11","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","21","36","26","38","955","473","1500000US240338005131","Block Group 1, Census Tract 8005.13, Prince George's County, Maryland"
"1486","465","356","194","28","41","0","13","0","13","21","23","0","13","22","25","34","41","0","13","0","13","11","17","18","23","9","16","0","13","43","61","57","50","113","173","1130","381","1500000US240338005132","Block Group 2, Census Tract 8005.13, Prince George's County, Maryland"
"1231","524","549","347","0","13","71","62","22","29","16","26","57","60","37","40","29","46","19","28","34","36","67","64","0","13","16","24","0","13","32","41","102","100","47","52","682","256","1500000US240338005133","Block Group 3, Census Tract 8005.13, Prince George's County, Maryland"
"2441","449","761","293","121","135","66","69","18","27","58","61","31","38","50","50","52","52","87","71","15","17","35","45","10","16","51","34","8","15","23","29","74","74","62","58","1680","324","1500000US240338005134","Block Group 4, Census Tract 8005.13, Prince George's County, Maryland"
"2585","850","589","251","45","38","47","45","120","177","0","13","54","49","26","38","0","13","6","11","8","13","22","35","0","13","15","18","37","39","0","13","60","55","149","95","1996","660","1500000US240338005141","Block Group 1, Census Tract 8005.14, Prince George's County, Maryland"
"2222","373","732","189","86","60","11","17","12","20","64","47","0","13","23","29","27","26","48","43","0","13","35","30","16","29","37","35","36","37","7","12","272","117","58","52","1490","277","1500000US240338005142","Block Group 2, Census Tract 8005.14, Prince George's County, Maryland"
"1203","310","320","140","56","65","21","22","0","13","19","27","15","18","0","13","25","38","18","20","0","13","42","47","20","22","0","13","0","13","59","54","33","35","12","20","883","231","1500000US240338005143","Block Group 3, Census Tract 8005.14, Prince George's County, Maryland"
"1990","358","618","183","16","25","15","25","12","19","15","25","51","36","6","10","51","41","14","18","0","13","39","51","47","38","0","13","70","56","0","13","189","83","93","71","1372","364","1500000US240338005151","Block Group 1, Census Tract 8005.15, Prince George's County, Maryland"
"2527","638","473","208","8","11","35","39","10","16","22","20","23","22","11","17","54","52","25","32","0","13","17","27","40","49","38","39","27","26","12","19","63","65","88","74","2054","547","1500000US240338005152","Block Group 2, Census Tract 8005.15, Prince George's County, Maryland"
"802","244","208","135","0","13","0","13","0","13","0","13","30","46","10","18","25","27","0","13","1","2","8","11","17","23","11","17","11","16","6","10","49","32","40","38","594","163","1500000US240338005161","Block Group 1, Census Tract 8005.16, Prince George's County, Maryland"
"966","552","277","183","13","22","0","13","0","13","38","45","0","13","0","13","13","22","0","13","0","13","0","13","115","130","37","43","7","11","0","13","19","22","35","38","689","405","1500000US240338005162","Block Group 2, Census Tract 8005.16, Prince George's County, Maryland"
"1778","334","275","136","15","23","8","12","16","23","0","13","25","41","24","27","0","13","15","23","29","42","9","15","0","13","9","15","60","53","0","13","43","38","22","26","1503","251","1500000US240338005163","Block Group 3, Census Tract 8005.16, Prince George's County, Maryland"
"3313","543","847","232","24","37","17","23","20","28","0","13","26","45","92","91","5","10","34","33","27","33","0","13","27","27","85","84","55","43","25","26","146","107","264","189","2466","480","1500000US240338005171","Block Group 1, Census Tract 8005.17, Prince George's County, Maryland"
"2041","440","466","139","20","24","58","45","13","16","5","8","45","37","6","9","32","25","0","13","5","8","0","13","0","13","9","14","74","100","33","29","119","58","47","40","1575","368","1500000US240338005172","Block Group 2, Census Tract 8005.17, Prince George's County, Maryland"
"1334","305","309","158","0","13","24","32","0","13","24","32","13","23","0","13","58","45","32","43","9","15","18","21","6","12","15","19","6","12","44","41","40","46","20","32","1025","214","1500000US240338005181","Block Group 1, Census Tract 8005.18, Prince George's County, Maryland"
"2497","458","760","139","7","13","6","12","57","53","90","68","22","34","61","48","9","15","29","33","120","69","65","53","66","57","0","13","28","28","11","17","144","70","45","45","1737","379","1500000US240338005182","Block Group 2, Census Tract 8005.18, Prince George's County, Maryland"
"1855","629","635","429","0","13","0","13","38","31","0","13","0","13","32","31","28","27","0","13","38","30","147","206","9","16","149","191","28","29","70","65","31","32","65","43","1220","283","1500000US240338005191","Block Group 1, Census Tract 8005.19, Prince George's County, Maryland"
"1103","403","301","152","10","15","0","13","0","13","0","13","33","39","0","13","22","35","21","34","0","13","9","15","0","13","6","11","86","87","78","57","36","24","0","13","802","278","1500000US240338005192","Block Group 2, Census Tract 8005.19, Prince George's County, Maryland"
"1139","297","178","84","0","13","18","21","78","69","0","13","28","38","0","13","0","13","0","13","0","13","0","13","7","11","6","10","0","13","6","9","35","33","0","13","961","249","1500000US240338005193","Block Group 3, Census Tract 8005.19, Prince George's County, Maryland"
"2061","229","629","175","49","39","9","13","0","13","8","13","44","40","9","14","35","38","24","22","43","39","19","22","25","32","29","40","53","42","0","13","207","75","75","50","1432","198","1500000US240338005201","Block Group 1, Census Tract 8005.20, Prince George's County, Maryland"
"1039","296","254","172","0","13","0","13","0","13","0","13","11","19","0","13","0","13","11","19","0","13","0","13","36","56","47","75","35","55","11","19","103","98","0","13","785","221","1500000US240338005211","Block Group 1, Census Tract 8005.21, Prince George's County, Maryland"
"2433","720","379","258","0","13","0","13","27","46","0","13","0","13","68","102","82","124","0","13","0","13","82","124","0","13","0","13","41","65","66","82","13","22","0","13","2054","616","1500000US240338005212","Block Group 2, Census Tract 8005.21, Prince George's County, Maryland"
"1321","355","164","107","11","19","0","13","0","13","15","24","11","19","0","13","0","13","45","47","0","13","0","13","49","67","0","13","0","13","0","13","22","35","11","19","1157","296","1500000US240338005213","Block Group 3, Census Tract 8005.21, Prince George's County, Maryland"
"1403","376","326","192","63","94","28","33","0","13","38","61","0","13","7","19","0","13","0","13","6","19","0","13","19","54","69","90","13","21","0","13","65","94","18","30","1077","267","1500000US240338005214","Block Group 4, Census Tract 8005.21, Prince George's County, Maryland"
"2659","768","1182","503","0","13","36","64","0","13","0","13","48","64","15","25","124","122","33","59","0","13","5","28","0","13","0","13","0","13","259","252","172","171","490","222","1477","550","1500000US240338005221","Block Group 1, Census Tract 8005.22, Prince George's County, Maryland"
"1739","520","465","229","0","13","0","13","0","13","0","13","21","36","0","13","37","63","0","13","56","69","34","69","35","60","0","13","158","150","0","13","0","13","124","84","1274","456","1500000US240338005222","Block Group 2, Census Tract 8005.22, Prince George's County, Maryland"
"972","205","169","61","11","16","2","3","10","10","12","13","6","8","9","13","10","12","9","10","1","3","35","35","0","13","5","6","28","21","12","10","11","10","8","12","803","165","1500000US240338006051","Block Group 1, Census Tract 8006.05, Prince George's County, Maryland"
"1582","352","360","92","53","36","42","38","37","38","0","13","8","13","20","28","6","10","30","42","6","10","35","37","12","18","36","37","44","43","0","13","31","25","0","13","1222","304","1500000US240338006052","Block Group 2, Census Tract 8006.05, Prince George's County, Maryland"
"2196","490","389","167","33","35","0","13","11","17","18","20","18","21","0","13","26","31","0","13","0","13","0","13","0","13","10","17","39","36","59","75","175","101","0","13","1807","386","1500000US240338006053","Block Group 3, Census Tract 8006.05, Prince George's County, Maryland"
"1256","355","146","99","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","19","0","13","0","13","6","10","29","44","13","21","0","13","88","84","0","13","1110","326","1500000US240338006061","Block Group 1, Census Tract 8006.06, Prince George's County, Maryland"
"2276","620","815","299","25","41","0","13","0","13","44","42","0","13","7","13","76","56","0","13","0","13","0","13","68","87","0","13","14","23","105","108","329","189","147","106","1461","426","1500000US240338006062","Block Group 2, Census Tract 8006.06, Prince George's County, Maryland"
"976","511","308","237","33","53","0","13","0","13","0","13","0","13","149","207","30","50","0","13","0","13","0","13","0","13","0","13","0","13","0","13","40","45","56","54","668","315","1500000US240338006063","Block Group 3, Census Tract 8006.06, Prince George's County, Maryland"
"2730","475","631","192","26","28","12","18","28","33","0","13","45","39","23","28","30","27","0","13","77","72","6","10","32","35","40","48","74","50","40","45","128","95","70","67","2099","370","1500000US240338006071","Block Group 1, Census Tract 8006.07, Prince George's County, Maryland"
"1070","310","311","152","17","24","0","13","0","13","37","31","8","13","28","29","17","25","0","13","18","26","28","44","0","13","49","48","0","13","24","27","85","71","0","13","759","239","1500000US240338006072","Block Group 2, Census Tract 8006.07, Prince George's County, Maryland"
"1972","573","621","296","17","26","10","17","77","61","51","58","38","44","24","25","17","20","52","76","27","35","31","43","0","13","3","6","19","24","0","13","205","143","50","42","1351","340","1500000US240338006073","Block Group 3, Census Tract 8006.07, Prince George's County, Maryland"
"1939","632","503","238","17","26","0","13","14","22","10","16","10","16","42","38","12","19","12","18","0","13","94","88","22","27","54","62","110","144","26","43","68","58","12","19","1436","438","1500000US240338006081","Block Group 1, Census Tract 8006.08, Prince George's County, Maryland"
"4517","641","1370","346","45","38","67","76","58","64","19","30","140","95","0","13","126","81","69","59","70","66","104","79","16","25","104","82","115","76","44","60","239","130","154","109","3147","390","1500000US240338006082","Block Group 2, Census Tract 8006.08, Prince George's County, Maryland"
"2091","516","469","234","9","12","22","25","33","30","12","14","15","10","11","11","22","19","12","13","0","13","5","9","0","13","6","8","147","143","73","79","72","38","30","19","1622","336","1500000US240338006091","Block Group 1, Census Tract 8006.09, Prince George's County, Maryland"
"1502","232","330","114","24","30","0","13","0","13","34","31","10","14","0","13","39","33","9","14","32","31","19","16","4","6","26","30","11","12","23","27","75","41","24","24","1172","181","1500000US240338006092","Block Group 2, Census Tract 8006.09, Prince George's County, Maryland"
"2251","819","524","256","14","24","46","71","0","13","169","231","0","13","19","22","43","43","7","11","31","31","0","13","57","58","0","13","11","17","17","19","63","66","47","55","1727","721","1500000US240338007011","Block Group 1, Census Tract 8007.01, Prince George's County, Maryland"
"2156","503","761","264","122","91","6","10","73","48","34","28","50","61","10","15","15","24","44","53","39","50","46","55","27","44","54","54","46","50","30","47","84","64","81","89","1395","306","1500000US240338007012","Block Group 2, Census Tract 8007.01, Prince George's County, Maryland"
"3131","560","827","351","114","100","64","58","23","38","0","13","27","44","21","32","15","24","0","13","39","39","22","34","0","13","49","62","20","32","63","76","149","110","221","169","2304","451","1500000US240338007013","Block Group 3, Census Tract 8007.01, Prince George's County, Maryland"
"1942","458","495","215","12","18","0","13","0","13","0","13","0","13","21","23","0","13","0","13","75","61","51","47","37","35","39","34","93","145","49","36","61","43","57","52","1447","373","1500000US240338007041","Block Group 1, Census Tract 8007.04, Prince George's County, Maryland"
"1098","322","301","210","27","30","14","22","15","26","14","22","30","33","0","13","0","13","8","12","29","45","29","45","39","47","0","13","38","45","0","13","0","13","58","77","797","197","1500000US240338007042","Block Group 2, Census Tract 8007.04, Prince George's County, Maryland"
"1672","310","447","189","27","32","0","13","39","38","36","41","27","28","64","65","14","20","17","21","40","63","0","13","0","13","52","51","0","13","61","54","54","40","16","24","1225","252","1500000US240338007043","Block Group 3, Census Tract 8007.04, Prince George's County, Maryland"
"1210","309","236","123","0","13","16","19","0","13","0","13","16","26","0","13","0","13","19","22","43","46","1","3","51","52","0","13","6","10","26","40","20","31","38","37","974","223","1500000US240338007051","Block Group 1, Census Tract 8007.05, Prince George's County, Maryland"
"3164","924","803","317","10","20","1","7","0","13","0","13","30","46","17","24","0","13","136","108","95","134","41","43","57","39","65","55","0","13","19","16","189","85","143","137","2361","688","1500000US240338007052","Block Group 2, Census Tract 8007.05, Prince George's County, Maryland"
"1973","397","620","202","0","13","0","13","13","21","82","63","9","14","9","14","60","69","35","50","51","65","35","42","55","54","52","54","24","21","118","78","44","36","33","28","1353","273","1500000US240338007061","Block Group 1, Census Tract 8007.06, Prince George's County, Maryland"
"1525","271","337","141","4","8","25","41","9","15","9","14","9","14","17","20","18","29","9","14","36","44","0","13","28","41","58","44","0","13","31","36","69","47","15","17","1188","203","1500000US240338007062","Block Group 2, Census Tract 8007.06, Prince George's County, Maryland"
"2936","353","544","159","17","22","12","25","7","10","35","46","5","9","63","69","26","42","7","11","41","50","44","45","1","11","21","28","23","29","46","35","153","122","43","38","2392","326","1500000US240338007071","Block Group 1, Census Tract 8007.07, Prince George's County, Maryland"
"1617","483","444","186","10","17","23","35","9","16","0","13","0","13","27","26","26","33","13","15","0","13","60","90","40","34","43","57","0","13","29","36","143","94","21","21","1173","324","1500000US240338008001","Block Group 1, Census Tract 8008, Prince George's County, Maryland"
"831","239","139","73","0","13","22","35","5","9","0","13","0","13","12","15","4","7","0","13","3","8","0","13","9","17","0","13","15","19","16","17","38","48","15","19","692","207","1500000US240338008002","Block Group 2, Census Tract 8008, Prince George's County, Maryland"
"503","187","86","73","0","13","0","13","0","13","0","13","13","20","0","13","10","15","0","13","10","16","9","14","0","13","0","13","16","19","16","19","12","20","0","13","417","151","1500000US240338008003","Block Group 3, Census Tract 8008, Prince George's County, Maryland"
"847","208","168","75","6","6","0","13","26","24","4","11","11","11","0","13","5","6","5","10","0","13","0","13","26","25","8","14","0","13","33","28","24","20","20","23","679","177","1500000US240338009001","Block Group 1, Census Tract 8009, Prince George's County, Maryland"
"612","169","100","62","10","13","0","13","0","13","0","13","0","13","4","7","2","4","0","13","0","13","0","13","4","7","25","30","21","17","0","13","34","29","0","13","512","126","1500000US240338009002","Block Group 2, Census Tract 8009, Prince George's County, Maryland"
"3935","616","1077","209","29","25","115","109","89","82","71","87","12","18","9","14","55","52","124","96","12","22","92","89","92","80","45","51","47","48","62","60","142","98","81","76","2858","522","1500000US240338010031","Block Group 1, Census Tract 8010.03, Prince George's County, Maryland"
"934","284","172","151","0","13","17","27","0","13","0","13","16","20","26","41","0","13","15","28","0","13","17","26","0","13","0","13","0","13","12","21","69","99","0","13","762","226","1500000US240338010032","Block Group 2, Census Tract 8010.03, Prince George's County, Maryland"
"775","260","169","103","12","20","8","14","17","22","0","13","13","15","0","13","0","13","55","64","0","13","0","13","15","22","0","13","0","13","6","11","18","22","25","31","606","180","1500000US240338010041","Block Group 1, Census Tract 8010.04, Prince George's County, Maryland"
"1403","474","487","233","0","13","19","29","53","45","25","31","0","13","23","26","0","13","121","101","28","29","50","37","0","13","0","13","28","29","32","33","108","112","0","13","916","336","1500000US240338010042","Block Group 2, Census Tract 8010.04, Prince George's County, Maryland"
"2412","506","712","198","0","13","0","13","7","11","43","39","0","13","32","44","65","44","104","70","0","13","50","54","49","50","77","50","80","50","68","51","85","60","52","49","1700","355","1500000US240338010043","Block Group 3, Census Tract 8010.04, Prince George's County, Maryland"
"2057","337","380","153","19","28","21","25","9","14","8","14","0","13","20","25","19","21","34","37","10","16","12","20","10","16","33","40","9","14","34","42","95","57","47","47","1677","322","1500000US240338010051","Block Group 1, Census Tract 8010.05, Prince George's County, Maryland"
"1593","328","221","113","0","13","10","16","10","15","11","17","0","13","11","17","0","13","0","13","0","13","0","13","20","31","8","14","0","13","24","37","68","63","59","45","1372","272","1500000US240338010052","Block Group 2, Census Tract 8010.05, Prince George's County, Maryland"
"3045","1578","587","469","72","107","16","26","22","25","0","13","17","19","18","25","0","13","14","17","0","13","72","95","36","33","0","13","92","135","31","31","104","84","93","115","2458","1290","1500000US240338010061","Block Group 1, Census Tract 8010.06, Prince George's County, Maryland"
